model_dir,model,context,context_sources,dataset,manipulation,macro_f1,accuracy
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AFS,original,0.696969696969697,0.7
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AFS,content_only,0.55,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AFS,shuffle,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],FINARG,original,0.7222222222222222,0.7333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],FINARG,content_only,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],FINARG,shuffle,0.3333333333333333,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],IAM,original,0.8331479421579533,0.8333333333333334
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],IAM,content_only,0.8660714285714286,0.8666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],IAM,shuffle,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],SCIARK,original,0.8,0.8
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],SCIARK,content_only,0.6666666666666666,0.6666666666666666
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],SCIARK,shuffle,0.475,0.5333333333333333
mistral_medium,mistral-medium-latest,c3,[c1 fallback],ACQUA,original,0.8316498316498316,0.8333333333333334
mistral_medium,mistral-medium-latest,c3,[c1 fallback],ACQUA,content_only,0.6296296296296295,0.6333333333333333
mistral_medium,mistral-medium-latest,c3,[c1 fallback],ACQUA,shuffle,0.5238095238095238,0.6
mistral_medium,mistral-medium-latest,c3,[c1 fallback],AEC,original,0.4949494949494949,0.5
mistral_medium,mistral-medium-latest,c3,[c1 fallback],AEC,content_only,0.5238095238095238,0.6
